Model,Cohesiveness,HITId,WorkTimeInSeconds,Input.audio_url
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,110,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,179,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,370,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,97,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,363,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,20,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,131,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,24,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,22,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,236,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,148,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,471,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,33,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,256,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,75,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,2,3O0M2G5VC62O72TKLRZK2ZB955T49B,20,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,51,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,62,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,18,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,366,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,136,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,371,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,39,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,422,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,233,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,471,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,43,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,481,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,2,3O0M2G5VC62O72TKLRZK2ZB955T49B,17,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,25,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,450,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,576,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,16,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,15,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,422,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,96,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,107,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,46,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,14,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,17,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,210,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,82,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,30,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,310,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,42,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,124,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,310,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,83,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,44,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,144,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,114,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,109,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,235,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,34,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,9,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,13,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,23,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,231,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,299,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,136,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,9,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,186,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,189,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,30,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,25,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,48,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,40,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,198,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,20,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,172,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,138,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,2,3O0M2G5VC62O72TKLRZK2ZB955T49B,18,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,394,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,126,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,323,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,415,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,76,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,129,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,241,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,439,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,249,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,215,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,410,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,585,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,444,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,170,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,168,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,30,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,286,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,45,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,137,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,17,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,266,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,1,3O0M2G5VC62O72TKLRZK2ZB955T49B,88,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,112,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,20,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,98,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,43,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,26,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,476,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,188,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,238,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,265,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,475,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,24,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,29,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,2,3O0M2G5VC62O72TKLRZK2ZB955T49B,82,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,67,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,119,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,2,3O0M2G5VC62O72TKLRZK2ZB955T49B,21,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,342,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,164,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,236,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,71,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,2,3O0M2G5VC62O72TKLRZK2ZB955T49B,102,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,27,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,20,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,227,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,166,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,38,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,13,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,462,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,18,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,411,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,106,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,17,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,84,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,439,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,534,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,133,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,2,3O0M2G5VC62O72TKLRZK2ZB955T49B,29,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,65,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,9,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,19,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,24,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,33,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,282,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,36,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,17,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,65,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,190,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,392,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,169,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,2,3O0M2G5VC62O72TKLRZK2ZB955T49B,250,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,16,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,2,3O0M2G5VC62O72TKLRZK2ZB955T49B,25,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,284,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,1,3O0M2G5VC62O72TKLRZK2ZB955T49B,32,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,23,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,299,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,249,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,371,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,3,3O0M2G5VC62O72TKLRZK2ZB955T49B,300,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,5,3O0M2G5VC62O72TKLRZK2ZB955T49B,84,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
Anticipation-RNN,4,3O0M2G5VC62O72TKLRZK2ZB955T49B,127,https://music-survey-files.s3.amazonaws.com/audio/a7b2615be53e047b0bd76f35abcff820a.mp3
